"date";"co2ppm"
1998-10-11;364,44
1998-10-18;364,67
1998-10-25;364,94
1998-11-01;365,08
1998-11-08;365,54
1998-11-15;366,1
1998-11-22;365,97
1998-11-29;366,74
1998-12-06;366,97
1998-12-13;367,32
1998-12-20;367,44
1998-12-27;367,79
1999-01-03;367,97
1999-01-10;368,27
1999-01-17;367,97
1999-01-24;369,26
1999-01-31;369,43
1999-02-07;369,27
1999-02-14;368,79
1999-02-21;369,24
1999-02-28;368,19
1999-03-07;369,39
1999-03-14;370,34
1999-03-21;370,73
1999-03-28;370,83
1999-04-04;371,9
1999-04-11;371,67
1999-04-18;370,45
1999-04-25;370,76
1999-05-02;371,69
1999-05-09;371,24
1999-05-16;370,74
1999-05-23;370,89
1999-05-30;370,88
1999-06-06;370,55
1999-06-13;370,58
1999-06-20;370,05
1999-06-27;369,94
1999-07-04;370,21
1999-07-11;370,29
1999-07-18;369,25
1999-07-25;368,43
1999-08-01;367,85
1999-08-08;367,5
1999-08-15;366,75
1999-08-22;366,42
1999-08-29;365,32
1999-09-05;364,48
1999-09-12;365,31
1999-09-19;365,2
1999-09-26;364,82
1999-10-03;365,3
1999-10-10;365,34
1999-10-17;365,75
1999-10-24;365,8
1999-10-31;366,13
1999-11-07;366,8
1999-11-14;366,91
1999-11-21;367,24
1999-11-28;367,6
1999-12-05;368,03
1999-12-12;368,05
1999-12-19;368,43
1999-12-26;368,9
2000-01-02;368,89
2000-01-09;369,03
2000-01-16;370,19
2000-01-23;370,24
2000-01-30;369,41
2000-02-06;369,77
2000-02-13;370,14
2000-02-20;369,52
2000-02-27;370,27
2000-03-05;370,24
2000-03-12;370,8
2000-03-19;371,05
2000-03-26;371,29
2000-04-02;371,23
2000-04-09;372,17
2000-04-16;372,5
2000-04-23;372,08
2000-04-30;371,07
2000-05-07;372,04
2000-05-14;371,67
2000-05-21;372,24
2000-05-28;372,04
2000-06-04;372,08
2000-06-11;371,83
2000-06-18;371,95
2000-06-25;371,41
2000-07-02;370,39
2000-07-09;370,31
2000-07-16;370,1
2000-07-23;369,35
2000-07-30;369,08
2000-08-06;368,62
2000-08-13;368,4
2000-08-20;367,68
2000-08-27;367,7
2000-09-03;367,32
2000-09-10;367,33
2000-09-17;366,86
2000-09-24;366,86
2000-10-01;366,78
2000-10-08;366,88
2000-10-15;367,14
2000-10-22;367,62
2000-10-29;368
2000-11-05;368,2
2000-11-12;368,75
2000-11-19;368,64
2000-11-26;368,85
2000-12-03;369,84
2000-12-10;369,83
2000-12-17;369,81
2000-12-24;370,02
2000-12-31;370,34
2001-01-07;370,46
2001-01-14;370,84
2001-01-21;370,69
2001-01-28;371,53
2001-02-04;371,76
2001-02-11;372,14
2001-02-18;371,66
2001-02-25;371,9
2001-03-04;372,37
2001-03-11;372,67
2001-03-18;372,72
2001-03-25;372,58
2001-04-01;372,63
2001-04-08;373,79
2001-04-15;373,9
2001-04-22;373,79
2001-04-29;373,73
2001-05-06;374,12
2001-05-13;373,88
2001-05-20;374,09
2001-05-27;374,07
2001-06-03;373,65
2001-06-10;373,23
2001-06-17;373,3
2001-06-24;373,2
2001-07-01;372,66
2001-07-08;371,52
2001-07-15;371,48
2001-07-22;371,04
2001-07-29;371,06
2001-08-05;370,09
2001-08-12;369,36
2001-08-19;369,48
2001-08-26;369,45
2001-09-02;368,5
2001-09-09;368,72
2001-09-16;368,21
2001-09-23;367,97
2001-09-30;368,21
2001-10-07;368,46
2001-10-14;368,33
2001-10-21;368,87
2001-10-28;369,29
2001-11-04;369,29
2001-11-11;370,01
2001-11-18;370,4
2001-11-25;370,61
2001-12-02;370,96
2001-12-09;371,4
2001-12-16;371,44
2001-12-23;371,87
2001-12-30;372,38
2002-01-06;372,38
2002-01-13;372,91
2002-01-20;372,75
2002-01-27;372,99
2002-02-03;373,13
2002-02-10;373,18
2002-02-17;373,26
2002-02-24;373,91
2002-03-03;374,06
2002-03-10;374,31
2002-03-17;374,81
2002-03-24;374,45
2002-03-31;374,43
2002-04-07;374,7
2002-04-14;375,4
2002-04-21;375,59
2002-04-28;376,23
2002-05-05;375,76
2002-05-12;375,24
2002-05-19;376,1
2002-05-26;376,41
2002-06-02;376,07
2002-06-09;375,62
2002-06-16;375,4
2002-06-23;375,66
2002-06-30;374,99
2002-07-07;374,63
2002-07-14;374,09
2002-07-21;373,51
2002-07-28;373,49
2002-08-04;372,75
2002-08-11;371,99
2002-08-18;371,5
2002-08-25;371,11
2002-09-01;370,43
2002-09-08;371,81
2002-09-15;371,01
2002-09-22;370,67
2002-09-29;370,05
2002-10-06;370,08
2002-10-13;371,41
2002-10-20;370,87
2002-10-27;371,24
2002-11-03;372,14
2002-11-10;372,04
2002-11-17;372,91
2002-11-24;372,94
2002-12-01;373,23
2002-12-08;373,77
2002-12-15;373,76
2002-12-22;374,66
2002-12-29;374,88
2003-01-05;374,73
2003-01-12;375,21
2003-01-19;375,1
2003-01-26;375,48
2003-02-02;375,35
2003-02-09;375,3
2003-02-16;376,57
2003-02-23;376,2
2003-03-02;376,49
2003-03-09;376,55
2003-03-16;376,15
2003-03-23;377,18
2003-03-30;377,03
2003-04-06;377,32
2003-04-13;377,98
2003-04-20;378,54
2003-04-27;378,81
2003-05-04;378,25
2003-05-11;378,25
2003-05-18;379,62
2003-05-25;378,91
2003-06-01;378,59
2003-06-08;378,68
2003-06-15;378,3
2003-06-22;378,49
2003-06-29;377,76
2003-07-06;376,74
2003-07-13;377,41
2003-07-20;376,57
2003-07-27;376,08
2003-08-03;375,12
2003-08-10;374,9
2003-08-17;374,06
2003-08-24;373,61
2003-08-31;373,37
2003-09-07;373,3
2003-09-14;373,05
2003-09-21;373,51
2003-09-28;373,45
2003-10-05;373,09
2003-10-12;372,95
2003-10-19;373,6
2003-10-26;373,56
2003-11-02;374,14
2003-11-09;374,7
2003-11-16;375,06
2003-11-23;375,45
2003-11-30;375,49
2003-12-07;375,95
2003-12-14;376,51
2003-12-21;376,31
2003-12-28;376,53
2004-01-04;376,51
2004-01-11;377,13
2004-01-18;377,28
2004-01-25;378,13
2004-02-01;378,06
2004-02-08;378,61
2004-02-15;377,67
2004-02-22;377,79
2004-02-29;378,46
2004-03-07;379,14
2004-03-14;379,4
2004-03-21;378,67
2004-03-28;379,9
2004-04-04;380,2
2004-04-11;380,92
2004-04-18;380,56
2004-04-25;380,82
2004-05-02;380,9
2004-05-09;380,89
2004-05-16;380,43
2004-05-23;381,25
2004-05-30;380,11
2004-06-06;380,27
2004-06-13;380,34
2004-06-20;379,55
2004-06-27;379,32
2004-07-04;378,51
2004-07-11;378,07
2004-07-18;376,92
2004-07-25;376,59
2004-08-01;376,91
2004-08-08;376,41
2004-08-15;375,95
2004-08-22;376,27
2004-08-29;374,17
2004-09-05;374,62
2004-09-12;374,23
2004-09-19;374,57
2004-09-26;374,48
2004-10-03;374,16
2004-10-10;374,4
2004-10-17;374,74
2004-10-24;375,13
2004-10-31;375,48
2004-11-07;375,63
2004-11-14;376,98
2004-11-21;376,9
2004-11-28;376,99
2004-12-05;377,72
2004-12-12;377,4
2004-12-19;377,95
2004-12-26;377,99
2005-01-02;378,36
2005-01-09;378,61
2005-01-16;378,52
2005-01-23;378,8
2005-01-30;379,59
2005-02-06;379,4
2005-02-13;380,1
2005-02-20;380,06
2005-02-27;381,54
2005-03-06;380,24
2005-03-13;381,46
2005-03-20;380,4
2005-03-27;381,95
2005-04-03;382,49
2005-04-10;382,28
2005-04-17;382,35
2005-04-24;382,76
2005-05-01;382,13
2005-05-08;382,15
2005-05-15;382,82
2005-05-22;383,2
2005-05-29;382,98
2005-06-05;382,82
2005-06-12;382,6
2005-06-19;382,13
2005-06-26;381,56
2005-07-03;381,28
2005-07-10;381,05
2005-07-17;380,95
2005-07-24;380,34
2005-07-31;380,03
2005-08-07;379,1
2005-08-14;379,02
2005-08-21;378,18
2005-08-28;378,14
2005-09-04;377,55
2005-09-11;376,41
2005-09-18;376,53
2005-09-25;376,64
2005-10-02;376,83
2005-10-09;377,1
2005-10-16;NA
2005-10-23;377,7
2005-10-30;378
2005-11-06;378,14
2005-11-13;379,05
2005-11-20;378,67
2005-11-27;379,22
2005-12-04;380,12
2005-12-11;380,37
2005-12-18;380,44
2005-12-25;380,69
2006-01-01;381,46
2006-01-08;381,4
2006-01-15;381,75
2006-01-22;381,82
2006-01-29;381,82
2006-02-05;382,49
2006-02-12;382,8
2006-02-19;382,13
2006-02-26;382,33
2006-03-05;383,08
2006-03-12;383,06
2006-03-19;383,09
2006-03-26;382,62
2006-04-02;384,37
2006-04-09;384,96
2006-04-16;385,05
2006-04-23;384,94
2006-04-30;385,07
2006-05-07;385,21
2006-05-14;385,51
2006-05-21;385,14
2006-05-28;384,85
2006-06-04;384,37
2006-06-11;384,46
2006-06-18;384,12
2006-06-25;383,63
2006-07-02;383,3
2006-07-09;383,01
2006-07-16;381,98
2006-07-23;382,3
2006-07-30;381,7
2006-08-06;380,78
2006-08-13;380,59
2006-08-20;379,98
2006-08-27;379,74
2006-09-03;378,81
2006-09-10;379,36
2006-09-17;378,86
2006-09-24;379,06
2006-10-01;379,11
2006-10-08;379,09
2006-10-15;379,12
2006-10-22;379,67
2006-10-29;379,84
2006-11-05;379,96
2006-11-12;380,19
2006-11-19;380,57
2006-11-26;381,44
2006-12-03;381,67
2006-12-10;381,9
2006-12-17;382,39
2006-12-24;382,18
2006-12-31;382,29
2007-01-07;383,14
2007-01-14;382,65
2007-01-21;383,77
2007-01-28;383,88
2007-02-04;383,48
2007-02-11;385,03
2007-02-18;384,93
2007-02-25;384,22
2007-03-04;383,62
2007-03-11;384,55
2007-03-18;385,29
2007-03-25;386,08
2007-04-01;386,07
2007-04-08;385,93
2007-04-15;387,51
2007-04-22;387,18
2007-04-29;386,82
2007-05-06;386,46
2007-05-13;386,88
2007-05-20;386,74
2007-05-27;387,14
2007-06-03;387,13
2007-06-10;386,66
2007-06-17;385,93
2007-06-24;385,27
2007-07-01;385,61
2007-07-08;385,35
2007-07-15;384,32
2007-07-22;384,04
2007-07-29;383,11
2007-08-05;382,7
2007-08-12;382,11
2007-08-19;382,33
2007-08-26;381,86
2007-09-02;381,76
2007-09-09;380,88
2007-09-16;381,03
2007-09-23;380,91
2007-09-30;381,12
2007-10-07;381,19
2007-10-14;381,27
2007-10-21;381,59
2007-10-28;382
2007-11-04;382,26
2007-11-11;382,46
2007-11-18;383,29
2007-11-25;383,12
2007-12-02;383,91
2007-12-09;383,95
2007-12-16;384,63
2007-12-23;384,18
2007-12-30;385,02
2008-01-06;384,67
2008-01-13;386,05
2008-01-20;386,25
2008-01-27;387,02
2008-02-03;386,25
2008-02-10;386,2
2008-02-17;385,54
2008-02-24;385,62
2008-03-02;386,06
2008-03-09;385,95
2008-03-16;386,08
2008-03-23;386,97
2008-03-30;388,31
2008-04-06;386,98
2008-04-13;386,72
2008-04-20;387,58
2008-04-27;387,52
2008-05-04;388,77
2008-05-11;389,11
2008-05-18;389,13
2008-05-25;388,82
2008-06-01;388,76
2008-06-08;387,74
2008-06-15;388,11
2008-06-22;387,53
2008-06-29;NA
2008-07-06;NA
2008-07-13;NA
2008-07-20;386,61
2008-07-27;385,14
2008-08-03;385,46
2008-08-10;384,17
2008-08-17;383,91
2008-08-24;383,52
2008-08-31;383,73
2008-09-07;383,26
2008-09-14;383,6
2008-09-21;383,28
2008-09-28;382,97
2008-10-05;383,1
2008-10-12;383,07
2008-10-19;383,29
2008-10-26;384,21
2008-11-02;384,01
2008-11-09;384,33
2008-11-16;384,57
2008-11-23;384,72
2008-11-30;385,28
2008-12-07;385,52
2008-12-14;385,77
2008-12-21;386,15
2008-12-28;386,46
2009-01-04;386,63
2009-01-11;387,24
2009-01-18;387,37
2009-01-25;387,74
2009-02-01;387,25
2009-02-08;387,16
2009-02-15;387,84
2009-02-22;388,45
2009-03-01;389,3
2009-03-08;389,03
2009-03-15;388,42
2009-03-22;389,51
2009-03-29;389,26
2009-04-05;389,65
2009-04-12;389,15
2009-04-19;389,78
2009-04-26;390,74
2009-05-03;389,98
2009-05-10;390,39
2009-05-17;390,6
2009-05-24;390,62
2009-05-31;390,07
2009-06-07;390,42
2009-06-14;389,64
2009-06-21;388,73
2009-06-28;388,9
2009-07-05;388,7
2009-07-12;388,57
2009-07-19;387,9
2009-07-26;387,58
2009-08-02;387,28
2009-08-09;386,22
2009-08-16;385,91
2009-08-23;385,83
2009-08-30;385,36
2009-09-06;384,9
2009-09-13;384,96
2009-09-20;384,84
2009-09-27;384,23
2009-10-04;384,08
2009-10-11;384,58
2009-10-18;384,92
2009-10-25;385,22
2009-11-01;385,58
2009-11-08;385,9
2009-11-15;386,55
2009-11-22;386,59
2009-11-29;387,28
2009-12-06;387,18
2009-12-13;387,07
2009-12-20;388,61
2009-12-27;388,8
2010-01-03;388,37
2010-01-10;388,54
2010-01-17;388,54
2010-01-24;389,21
2010-01-31;390,91
2010-02-07;390,55
2010-02-14;390,43
2010-02-21;389,79
2010-02-28;391,14
2010-03-07;391,59
2010-03-14;391,38
2010-03-21;390,5
2010-03-28;391,96
2010-04-04;391,39
2010-04-11;392,93
2010-04-18;393,53
2010-04-25;393,42
2010-05-02;393,2
2010-05-09;392,81
2010-05-16;393,64
2010-05-23;392,93
2010-05-30;393,51
2010-06-06;392,99
2010-06-13;392,1
2010-06-20;391,86
2010-06-27;391,36
2010-07-04;390,77
2010-07-11;390,06
2010-07-18;390,47
2010-07-25;390,04
2010-08-01;389,07
2010-08-08;389,02
2010-08-15;388,67
2010-08-22;387,8
2010-08-29;387,72
2010-09-05;386,32
2010-09-12;387,24
2010-09-19;386,96
2010-09-26;386,97
2010-10-03;387,14
2010-10-10;387,02
2010-10-17;387,62
2010-10-24;388,02
2010-10-31;388,24
2010-11-07;388,25
2010-11-14;388,82
2010-11-21;389,69
2010-11-28;389,86
2010-12-05;389,97
2010-12-12;389,64
2010-12-19;390,34
2010-12-26;390,14
2011-01-02;391,74
2011-01-09;390,96
2011-01-16;391,7
2011-01-23;391,56
2011-01-30;392,26
2011-02-06;391,63
2011-02-13;391,84
2011-02-20;392,24
2011-02-27;392,26
2011-03-06;392,07
2011-03-13;392,69
2011-03-20;393,09
2011-03-27;394,21
2011-04-03;393,19
2011-04-10;393,28
2011-04-17;393,73
2011-04-24;393,5
2011-05-01;394,33
2011-05-08;393,08
2011-05-15;395,1
2011-05-22;395,29
2011-05-29;394,41
2011-06-05;393,7
2011-06-12;394
2011-06-19;393,75
2011-06-26;393,65
2011-07-03;393,71
2011-07-10;393,49
2011-07-17;391,52
2011-07-24;392,18
2011-07-31;391,4
2011-08-07;390,8
2011-08-14;390,34
2011-08-21;389,59
2011-08-28;389,7
2011-09-04;389,24
2011-09-11;389,35
2011-09-18;389,29
2011-09-25;388,87
2011-10-02;388,98
2011-10-09;389,01
2011-10-16;389,23
2011-10-23;389,44
2011-10-30;389,81
2011-11-06;389,97
2011-11-13;390,66
2011-11-20;390,7
2011-11-27;391,34
2011-12-04;391,56
2011-12-11;392,21
2011-12-18;392,65
2011-12-25;392,4
2012-01-01;393,15
2012-01-08;393,57
2012-01-15;393,17
2012-01-22;393,53
2012-01-29;393,43
2012-02-05;393,9
2012-02-12;393,68
2012-02-19;394,61
2012-02-26;394,45
2012-03-04;393,73
2012-03-11;394,46
2012-03-18;394,98
2012-03-25;395,32
2012-04-01;395,51
2012-04-08;396,81
2012-04-15;396,35
2012-04-22;396,8
2012-04-29;397,11
2012-05-06;397,32
2012-05-13;397,18
2012-05-20;396,31
2012-05-27;396,48
2012-06-03;395,93
2012-06-10;396,43
2012-06-17;395,77
2012-06-24;395,45
2012-07-01;395,15
2012-07-08;394,56
2012-07-15;394,66
2012-07-22;394,28
2012-07-29;393,62
2012-08-05;393,43
2012-08-12;392,71
2012-08-19;391,57
2012-08-26;391,99
2012-09-02;392,06
2012-09-09;391,1
2012-09-16;390,99
2012-09-23;391,09
2012-09-30;391,02
2012-10-07;391,18
2012-10-14;391,11
2012-10-21;391,56
2012-10-28;391,78
2012-11-04;392,52
2012-11-11;393,48
2012-11-18;393,39
2012-11-25;393,93
2012-12-02;393,88
2012-12-09;394,62
2012-12-16;394,75
2012-12-23;395,06
2012-12-30;394,73
2013-01-06;395,59
2013-01-13;396,21
2013-01-20;396,01
2013-01-27;395,99
2013-02-03;396,86
2013-02-10;397,2
2013-02-17;397,37
2013-02-24;396,96
2013-03-03;397,88
2013-03-10;397,17
2013-03-17;397,58
2013-03-24;398,19
2013-03-31;398,3
2013-04-07;398
2013-04-14;398,19
2013-04-21;399,44
2013-04-28;399,76
2013-05-05;399,75
2013-05-12;399,98
2013-05-19;400,17
2013-05-26;400,12
2013-06-02;399,4
2013-06-09;398,8
2013-06-16;398,33
2013-06-23;398,84
2013-06-30;398,43
2013-07-07;397,93
2013-07-14;397,27
2013-07-21;397,01
2013-07-28;396,87
2013-08-04;395,86
2013-08-11;395,32
2013-08-18;395,34
2013-08-25;394,42
2013-09-01;394,05
2013-09-08;393,59
2013-09-15;393,73
2013-09-22;393,58
2013-09-29;393,52
2013-10-06;393,55
2013-10-13;393,88
2013-10-20;394,19
2013-10-27;394,44
2013-11-03;394,67
2013-11-10;395,73
2013-11-17;395,07
2013-11-24;396,2
2013-12-01;396,46
2013-12-08;396,33
2013-12-15;397,61
2013-12-22;397,46
2013-12-29;397,6
2014-01-05;398,41
2014-01-12;397,93
2014-01-19;398,15
2014-01-26;398,02
2014-02-02;398,16
2014-02-09;398,06
2014-02-16;398,27
2014-02-23;398,47
2014-03-02;398,64
2014-03-09;400,07
2014-03-16;401,36
2014-03-23;400,3
2014-03-30;400,8
2014-04-06;401,29
2014-04-13;401,72
2014-04-20;401,77
2014-04-27;401,92
2014-05-04;401,9
2014-05-11;401,91
2014-05-18;401,93
2014-05-25;402
2014-06-01;401,99
2014-06-08;401,68
2014-06-15;401,21
2014-06-22;401,12
2014-06-29;400,4
2014-07-06;400
2014-07-13;398,98
2014-07-20;398,97
2014-07-27;397,58
2014-08-03;397,94
2014-08-10;397,38
2014-08-17;397,03
2014-08-24;396,38
2014-08-31;396,5
2014-09-07;395,18
2014-09-14;395,26
2014-09-21;395,6
2014-09-28;395,48
2014-10-05;395,72
2014-10-12;395,79
2014-10-19;396
2014-10-26;397,6
2014-11-02;396,9
2014-11-09;397,33
2014-11-16;397,43
2014-11-23;398,02
2014-11-30;398,34
2014-12-07;399,28
2014-12-14;399,28
2014-12-21;399,11
2014-12-28;400,03
2015-01-04;400,05
2015-01-11;400,36
2015-01-18;399,7
2015-01-25;400,39
2015-02-01;400,44
2015-02-08;400,14
2015-02-15;400,11
2015-02-22;401,53
2015-03-01;401,48
2015-03-08;402,23
2015-03-15;400,98
2015-03-22;401,97
2015-03-29;402
2015-04-05;403,4
2015-04-12;404,23
2015-04-19;403,27
2015-04-26;403,99
2015-05-03;404,33
2015-05-10;404,16
2015-05-17;404,16
2015-05-24;403,99
2015-05-31;403,37
2015-06-07;403,41
2015-06-14;402,56
2015-06-21;402,88
2015-06-28;402,33
2015-07-05;401,9
2015-07-12;401,57
2015-07-19;401,43
2015-07-26;400,38
2015-08-02;398,54
2015-08-09;399,37
2015-08-16;399,32
2015-08-23;399,04
2015-08-30;398,68
2015-09-06;397,96
2015-09-13;397,43
2015-09-20;397,52
2015-09-27;397,41
2015-10-04;398,56
2015-10-11;398,37
2015-10-18;398,71
2015-10-25;398,68
2015-11-01;399,26
2015-11-08;400,22
2015-11-15;400,55
2015-11-22;400,58
2015-11-29;401
2015-12-06;401,52
2015-12-13;402,55
2015-12-20;402,81
2015-12-27;402,28
2016-01-03;402,32
2016-01-10;402,65
2016-01-17;402,78
2016-01-24;403,33
2016-01-31;404,75
2016-02-07;403,98
2016-02-14;403,85
2016-02-21;404,59
2016-02-28;404,24
2016-03-06;404,18
2016-03-13;404,97
2016-03-20;405,85
2016-03-27;405,64
2016-04-03;406,78
2016-04-10;408,91
2016-04-17;407,64
2016-04-24;407,9
2016-05-01;407,73
2016-05-08;408,05
2016-05-15;407,49
2016-05-22;408,51
2016-05-29;407,64
2016-06-05;407,04
2016-06-12;407,39
2016-06-19;406,85
2016-06-26;406,17
2016-07-03;405,75
2016-07-10;404,68
2016-07-17;403,59
2016-07-24;404,04
2016-07-31;403,68
2016-08-07;403,08
2016-08-14;402,05
2016-08-21;402,11
2016-08-28;401,16
2016-09-04;401,18
2016-09-11;401,47
2016-09-18;401,08
2016-09-25;400,94
2016-10-02;401,13
2016-10-09;401,78
2016-10-16;401,86
2016-10-23;402,35
2016-10-30;403
2016-11-06;403
2016-11-13;403,79
2016-11-20;404,19
2016-11-27;404,75
2016-12-04;404,09
2016-12-11;405,02
2016-12-18;404,62
2016-12-25;404,96
2017-01-01;406,14
2017-01-08;406,2
2017-01-15;406,41
2017-01-22;406,71
2017-01-29;406,43
2017-02-05;406,26
2017-02-12;406,14
2017-02-19;407,17
2017-02-26;407,6
2017-03-05;406,34
2017-03-12;407,77
2017-03-19;407,02
2017-03-26;408,6
2017-04-02;407,84
2017-04-09;409,03
2017-04-16;409,84
2017-04-23;410,17
2017-04-30;409,39
2017-05-07;409,52
2017-05-14;410,6
2017-05-21;410,2
2017-05-28;409,77
2017-06-04;409,89
2017-06-11;409,63
2017-06-18;408,51
2017-06-25;407,95
2017-07-02;408,28
2017-07-09;407,26
2017-07-16;407,01
2017-07-23;406,92
2017-07-30;406,67
2017-08-06;405,73
2017-08-13;405,39
2017-08-20;404,74
2017-08-27;404,39
2017-09-03;403,89
2017-09-10;403,87
2017-09-17;403,25
2017-09-24;402,95
2017-10-01;403,15
2017-10-08;403,61
2017-10-15;404,14
2017-10-22;404,19
2017-10-29;404,34
2017-11-05;404,44
2017-11-12;405,26
2017-11-19;406,31
2017-11-26;406,52
2017-12-03;406,94
2017-12-10;406,74
2017-12-17;406,99
2017-12-24;407,41
2017-12-31;407,57
2018-01-07;408,33
2018-01-14;408,08
2018-01-21;408,47
2018-01-28;408,07
2018-02-04;408,4
2018-02-11;408,56
2018-02-18;408,65
2018-02-25;409,09
2018-03-04;410,03
2018-03-11;408,91
2018-03-18;409,32
2018-03-25;410,22
2018-04-01;409,39
2018-04-08;409,65
2018-04-15;411,26
2018-04-22;411,88
2018-04-29;409,86
2018-05-06;411,26
2018-05-13;412,07
2018-05-20;411,65
2018-05-27;411,61
2018-06-03;411,14
2018-06-10;411,36
2018-06-17;410,56
2018-06-24;410,76
2018-07-01;409,6
2018-07-08;409,35
2018-07-15;408,74
2018-07-22;408,48
2018-07-29;407,65
2018-08-05;407,42
2018-08-12;407,26
2018-08-19;407,03
2018-08-26;406,3
2018-09-02;405,68
2018-09-09;405,58
2018-09-16;405,88
2018-09-23;405,74
2018-09-30;405,69
2018-10-07;405,77
2018-10-14;406,2
2018-10-21;406,81
2018-10-28;406,67
2018-11-04;407,18
2018-11-11;408,94
2018-11-18;408,78
2018-11-25;408,58
2018-12-02;408,68
2018-12-09;409,6
2018-12-16;409,51
2018-12-23;409,33
2018-12-30;409,8
2019-01-06;410,86
2019-01-13;410,55
2019-01-20;412,19
2019-01-27;411,23
2019-02-03;411,83
2019-02-10;412,63
2019-02-17;411,19
2019-02-24;412,62
2019-03-03;412,37
2019-03-10;412,37
2019-03-17;412,02
2019-03-24;411,53
2019-03-31;412,4
2019-04-07;413,35
2019-04-14;413,82
2019-04-21;413,99
2019-04-28;414,52
2019-05-05;414,54
2019-05-12;415,62
2019-05-19;414,97
2019-05-26;414,52
2019-06-02;414,62
2019-06-09;414,31
2019-06-16;414,09
2019-06-23;413,64
2019-06-30;413,66
2019-07-07;412,32
2019-07-14;412,38
2019-07-21;411,08
2019-07-28;410,29
2019-08-04;410,56
2019-08-11;410,5
2019-08-18;409,8
2019-08-25;409,68
2019-09-01;409,07
2019-09-08;408,84
2019-09-15;408,63
2019-09-22;408,55
2019-09-29;408,2
2019-10-06;408,61
2019-10-13;408,85
2019-10-20;408,95
2019-10-27;409,52
2019-11-03;410,13
2019-11-10;410,42
2019-11-17;410,41
2019-11-24;410,95
2019-12-01;411,29
2019-12-08;411,55
2019-12-15;412,11
2019-12-22;412,43
2019-12-29;413,21
2020-01-05;413,6
2020-01-12;413,02
2020-01-19;413,87
2020-01-26;414,26
2020-02-02;414,53
2020-02-09;414,63
2020-02-16;414,29
2020-02-23;413,95
2020-03-01;414,09
2020-03-08;414,34
2020-03-15;414,51
2020-03-22;415,76
2020-03-29;415,98
2020-04-05;416,68
2020-04-12;416,51
2020-04-19;416,12
2020-04-26;417,05
2020-05-03;417,06
2020-05-10;417,03
2020-05-17;417,21
2020-05-24;417,67
2020-05-31;417,44
2020-06-07;416,58
2020-06-14;416,44
2020-06-21;416,29
2020-06-28;415,67
2020-07-05;415,47
2020-07-12;414,76
2020-07-19;414,11
2020-07-26;413,48
2020-08-02;413,4
2020-08-09;412,98
2020-08-16;412,62
2020-08-23;412,19
2020-08-30;411,82
2020-09-06;411,6
2020-09-13;411,7
2020-09-20;411,23
2020-09-27;411,29
2020-10-04;411,28
2020-10-11;411,34
2020-10-18;411,75
2020-10-25;411,71
2020-11-01;411,99
2020-11-08;413,01
2020-11-15;412,76
2020-11-22;414,07
2020-11-29;413,97
2020-12-06;413,63
2020-12-13;414,15
2020-12-20;414,84
2020-12-27;415,33
2021-01-03;415,38
2021-01-10;415,07
2021-01-17;415,42
2021-01-24;416,01
2021-01-31;417,12
2021-02-07;416,92
2021-02-14;416,51
2021-02-21;416,31
2021-02-28;417,97
2021-03-07;416,94
2021-03-14;417,79
2021-03-21;417,72
2021-03-28;418,03
2021-04-04;419,28
2021-04-11;418,96
2021-04-18;418,2
2021-04-25;420,01
2021-05-02;419,53
2021-05-09;418,48
2021-05-16;419,09
2021-05-23;418,92
2021-05-30;419,55
2021-06-06;419,47
2021-06-13;419,06
2021-06-20;418,33
2021-06-27;418,08
2021-07-04;417,47
2021-07-11;417,51
2021-07-18;416,74
2021-07-25;415,62
2021-08-01;415
2021-08-08;414,55
2021-08-15;414,91
2021-08-22;413,9
2021-08-29;413,22
2021-09-05;413,36
2021-09-12;413,09
2021-09-19;413,3
2021-09-26;413,37
2021-10-03;413,63
2021-10-10;413,89
2021-10-17;414,36
2021-10-24;413,9
2021-10-31;414,17
2021-11-07;414,97
2021-11-14;414,88
2021-11-21;415,36
2021-11-28;416,16
2021-12-05;415,86
2021-12-12;416,45
2021-12-19;417,49
2021-12-26;417,46
2022-01-02;417,43
2022-01-09;418,33
2022-01-16;417,62
2022-01-23;419,13
2022-01-30;419,19
2022-02-06;418,38
2022-02-13;419,76
2022-02-20;419,62
2022-02-27;419,2
2022-03-06;418,51
2022-03-13;418,35
2022-03-20;418,18
2022-03-27;420,37
2022-04-03;420,19
2022-04-10;420,16
2022-04-17;420,35
2022-04-24;420,19
2022-05-01;420,18
2022-05-08;421,13
2022-05-15;420,97
